Questions,Value,Direction
Health condition,0.23682973,0.036931295
Can't find the way because life has become so complicated?,0.18030368,0.003406773
Quality of education system?,0.12866251,-0.0067746574
I generally feel that what I do in life is worthwhile,0.12710631,-0.015728772
Personal financial situation,0.09190484,-0.010583297
I feel I am free to decide how to live my life,0.085354954,-0.0018441167
Deprivation index: No. of items hhold can't afford,0.07094659,-0.0030402697
Can most people be trusted?,0.061309677,-0.0020995913
Likelihood of leaving accom within 6 months,0.053123396,-0.0016355958
I am optimistic about the future,0.051942922,0.0010934031
Feel left out of sociey?,0.05177071,-0.0016017032
Household able to make ends meet?,0.04450534,0.0029355795
Marital status,0.043985754,0.0032536678
How much trust the legal system?,0.0392134,-0.0018676281
Quality of public transport?,0.038072173,-0.005148894
Access to recreational or green areas?,0.036675222,-0.0042478126
How much trust the police?,0.03612047,-0.0049124756
Quality of child care services?,0.033216216,0.0038962362
I seldom have time to do the things I really enjoy,0.030601587,-0.0026524812
Phone/internet contact with parents,0.027661225,-0.00065591425
Quality of long term care services?,0.027592747,-0.0008074344
The value of what I do is not recognised by others?,0.027144449,-0.0030109542
"Access to cinema, theatre and cultural centre?",0.021973347,-0.0016528649
Neighbourhood problems - noise,0.021855941,0.0012025086
How many hours per week would you prefer to work at present?,0.021744916,0.0005609157
Tenure,0.021153962,0.0025529626
A person to get advice from about a personal/family matter,0.020643115,-0.0012982334
How much trust the parliament?,0.018584065,0.002186971
Can afford to pay for a week's annual holiday away?,0.017875126,-0.0022649744
How much tension between groups with different sexual orientation?,0.016931728,0.0003877973
How much trust the government?,0.016545726,-0.0007960127
How frequently use the Internet other than for work?,0.015490497,0.0023735692
Can afford to replace any worn-out furniture?,0.015274329,-0.0014295223
Phone/internet contact with other relatives,0.015271354,-0.0019147702
Difficult to see a doctor because of cost?,0.013545551,0.0003716379
How frequently participate in social activities?,0.013262862,0.0004473148
Difficult to see a doctor because of waiting time?,0.011269641,0.00050005055
Access to banking services?,0.011004676,-0.0011401563
Feel close to people in the area where I live,0.010208136,0.00031020812
A person to get support from to raise emergency money,0.009895722,0.0019898394
