Questions,Value,Direction
I generally feel that what I do in life is worthwhile,0.13191746,0.02161793
I feel I am free to decide how to live my life,0.12779492,0.0416526
Health condition,0.124269955,-0.0013741628
Quality of education system?,0.11405225,-0.008822429
I am optimistic about the future,0.111505225,0.006565307
Deprivation index: No. of items hhold can't afford,0.08411966,0.007079177
Personal financial situation,0.06564371,-0.0063583404
No. of children,0.06364956,0.0044491184
Quality of public transport?,0.06272105,-0.00027863556
How frequently take part in sports or exercise?,0.055234633,-0.0001791746
How much tension between Poor and Rich?,0.052544277,0.00962157
Difficult to see a doctor because of cost?,0.05186933,0.0028604215
Quality of long term care services?,0.044136103,0.0016186633
Household able to make ends meet?,0.041146364,-0.01058481
Can most people be trusted?,0.039623894,-0.0035072456
How many hours per week would you prefer to work at present?,0.039366327,0.0051005804
A person to get support from to raise emergency money,0.03573422,0.0002658666
The value of what I do is not recognised by others?,0.035567954,0.006663498
Country_Turkey,0.033665113,-0.0108477855
How frequently participate in social activities?,0.030661259,0.00047968296
A person to get support from when looking for a job,0.03064144,0.0059935427
Financial situation of your household compared to 12 months ago?,0.030232945,0.007700252
Country_Slovenia,0.028200189,-0.014179586
Chronic health problems?,0.02804333,0.007658039
"Can afford to buy new, rather than second-hand, clothes?",0.027575297,0.002110459
Access to public transport?,0.026931413,0.0028427409
How much trust the police?,0.026070671,-0.0011906391
Direct contact with other relatives,0.025957277,0.0055980776
How much trust the press?,0.025923373,-0.004404642
A person to get support from to help around house ,0.025055576,0.00084393646
Employment - 7 groups,0.02336395,0.0075574145
Feel left out of sociey?,0.02312931,0.004742058
Household size - over 18,0.02312396,0.0045431973
How frequently attend religious services?,0.022828553,-0.003977264
Quality of child care services?,0.022823682,0.0025698503
People look down on me because of my job situation or income?,0.022734828,0.0063002566
How much tension between Men and Women?,0.022272928,-0.0043495926
No. of rooms in accommodation,0.02166461,-0.004033104
Volunteering frequency,0.02141855,0.0029146061
I seldom have time to do the things I really enjoy,0.021142723,-0.00022727615
Gender,0.019939862,-0.00072298874
Household structure,0.019846039,0.0014031788
Difficult to see a doctor because of waiting time?,0.019533021,0.0020876047
How much tension between Management and Workers?,0.0194516,0.0011809663
"Neighbourhood problems - crime, violence or vandalism",0.018978609,0.0013811572
How much trust the local authorities?,0.018752921,0.0018821991
Payments for informal loans from friends/relatives,0.01869305,0.003522233
Phone/internet contact with neighbours,0.018018395,0.0026788516
Income quartiles,0.017843487,0.0011203327
Neighbourhood problems - noise,0.017551148,-0.0034979472
How often cook and doing housework?,0.017487671,0.00026796342
Quality of health services?,0.01735007,-0.0040521217
Rural/urban living,0.017124783,0.00579771
Quality of state pension system?,0.017007403,0.003516547
Can't find the way because life has become so complicated?,0.016864773,0.0023183404
How much trust the legal system?,0.01658084,-0.0004946543
Phone/internet contact with other relatives,0.016540203,0.0052954564
Education completed,0.015815597,-0.0009240223
Household size,0.015578703,0.0028480354
Country_Luxembourg,0.015493871,0.0051045613
As much time as would like on voluntary work?,0.015413673,-0.0020785292
Country_Kosovo,0.015399919,0.0065753264
Quality of social/municipal housing?,0.015363434,0.00090674084
Likelihood of leaving accom within 6 months,0.015144656,0.00081154774
How often care for your children?,0.015000405,-3.9558195e-06
No. of problems with accommodation,0.014947522,-0.000586403
How much trust the government?,0.0145854065,0.0047073187
A person to get support from when feeling depressed,0.013969393,0.0022654976
"Utility bills, such as electricity, water, gas",0.013778033,-0.000299955
Household financial expectations for th 12 months?,0.013640112,0.0037601704
Country_Lithuania,0.013580457,0.0017571452
Difficult to see a doctor because of distance?,0.013261876,-0.00013821633
As much time as would like with others (not family)?,0.013137265,-0.0026368867
"Access to cinema, theatre and cultural centre?",0.013034954,-0.002032764
Country_Czech Republic,0.012848937,0.0015129751
Direct contact with parents,0.012816082,-0.00046355897
