Questions,Value,Direction
I generally feel that what I do in life is worthwhile,0.2191184,-0.031110149
Health condition,0.15746947,0.013596854
I am optimistic about the future,0.098370165,0.0050646183
The value of what I do is not recognised by others?,0.09109241,-0.008790826
Quality of health services?,0.08569013,0.0028432235
I feel I am free to decide how to live my life,0.07925561,-0.0124136
How much trust the police?,0.07623265,0.006576785
Can afford to pay for a week's annual holiday away?,0.05469733,0.0038189392
Deprivation index: No. of items hhold can't afford,0.05124175,0.00465124
I seldom have time to do the things I really enjoy,0.050508577,0.00031774107
Quality of education system?,0.038555402,-0.00021828047
Feel left out of sociey?,0.03775148,0.0024416547
Quality of state pension system?,0.03768653,-0.0020204277
A person to get advice from about a personal/family matter,0.035994325,-0.0040359246
Phone/internet contact with neighbours,0.034622267,-0.0020754407
Can most people be trusted?,0.03457654,-0.0014201022
How much trust the legal system?,0.03450217,0.0111730695
Feel close to people in the area where I live,0.03209375,-0.0019708842
"Utility bills, such as electricity, water, gas",0.03205864,-0.0032795346
Direct contact with neighbours,0.030069863,-0.0027375265
Quality of social/municipal housing?,0.029916452,-0.0024711657
Household able to make ends meet?,0.028629577,-0.0034746614
How frequently use the Internet other than for work?,0.025655344,0.0025792737
How frequently take part in sports or exercise?,0.024411246,0.0014379214
Difficult to see a doctor because of lack of time?,0.024385033,-0.0028805195
Household financial expectations for th 12 months?,0.024213381,0.0044974303
Difficult to see a doctor because of distance?,0.022877349,0.0019070298
Difficult to see a doctor because of cost?,0.022112478,-0.00013363395
People look down on me because of my job situation or income?,0.02117436,-0.0009643044
How much trust the local authorities?,0.020903284,-6.856018e-05
Quality of child care services?,0.02061419,-0.00024816813
Marital status,0.019549068,0.00016937638
Access to recreational or green areas?,0.01916528,0.00076107675
Personal financial situation,0.018862663,-0.0033181917
A person to get support from when feeling depressed,0.018792987,-0.0025643872
How much trust the government?,0.01821656,0.0037249427
Country_Turkey,0.017531434,0.0011384728
How many hours per week would you prefer to work at present?,0.015889967,-0.003484354
Phone/internet contact with other relatives,0.015711132,0.0004271244
Direct contact with parents,0.015289043,-0.00017641111
No. of rooms in accommodation,0.015284946,0.0002567627
Quality of long term care services?,0.01512443,0.0004988823
How much tension between Old and Young people?,0.014755692,4.2519132e-05
How much trust the press?,0.014187278,-0.0005278981
Phone/internet contact with parents,0.013695232,0.0014990586
How much tension between different religious groups?,0.013154098,-0.00036871005
Quality of public transport?,0.01290339,-0.0004013171
No. of children,0.012538289,-0.0011222952
Can't find the way because life has become so complicated?,0.012518469,-0.003383357
Education completed,0.012396978,-0.0019314694
A person to get support from to raise emergency money,0.011925932,0.00029416286
Difficult to see a doctor because of waiting time?,0.01134085,-0.00046929833
Tenure,0.011314907,-0.00070179946
Household structure,0.011267777,-0.00076507655
How much tension between different racial/ethnic groups?,0.010716614,-0.00036885764
As much time as would like on voluntary work?,0.010656635,-0.0010449507
Age,0.009835568,-4.5340388e-05
Country_Italy,0.00967181,-0.00023484702
Access to banking services?,0.009233444,0.0012907105
How much trust the parliament?,0.009084627,0.002687377
Someone close outside household used child care in 12 months,0.009031245,0.0002890464
Neighbourhood problems - traffic,0.008707077,-0.00062084314
Direct contact with other relatives,0.008706238,-0.0018835394
Access to public transport?,0.008627702,0.0012534553
How much tension between Poor and Rich?,0.008545642,0.00018741238
As much time as would like on own hobbies/interests?,0.008123783,0.0004519725
Phone/internet contact with children,0.008070794,-0.0015518004
Volunteering frequency,0.007980178,0.001382237
As much time as would like with others (not family)?,0.007894656,0.0014455362
Difficult to see a doctor because of delay in getting appointment?,0.0074674827,-0.0027102374
How often cook and doing housework?,0.0073629054,-0.0013005408
The share of housework you do is?,0.0067450837,0.00091043604
Financial situation of your household compared to 12 months ago?,0.0067369556,-0.00077750615
"Access to cinema, theatre and cultural centre?",0.0067242202,0.00050768576
No. of problems with accommodation,0.0067127864,0.0004174543
"Can afford to buy new, rather than second-hand, clothes?",0.0066675264,-0.0005324214
"Neighbourhood problems - crime, violence or vandalism",0.006513561,-0.00022487539
Problems with accommodation - space,0.0063373717,0.0010403986
How often care for your children?,0.00631502,0.0005176322
Employment - 7 groups,0.006204022,-0.0003004183
Neighbourhood problems - noise,0.0061759884,-0.0007706489
How frequently attend religious services?,0.0059910915,0.00046733778
As much time as would like with family members?,0.0059553673,-0.0011151646
Rural/urban living,0.00581118,-0.0004246756
How frequently participate in social activities?,0.005810591,9.3882896e-05
Household size - over 18,0.0053183394,-0.00017819392
A person to get support from when looking for a job,0.005289803,-0.00062423415
